sexo,idade,numero_de_amigos,basquete,futebol_americano,futebol,softbol,voleibol,natacao,animacao,beisebol,tenis,esportes,fofo,danca,banda,marcha,musica,rock,cabelo,vestido,shopping,compras,roupas,nossa_marca,marca_concorrente,bebidas
F,27,78,0,10,0,10,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0
NE,29,0,10,10,10,0,0,0,0,0,0,20,10,0,0,0,0,0,40,0,10,0,0,0,0,10
F,25,29,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0
F,26,13,70,0,0,50,40,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
F,27,41,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
F,28,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,20
M,29,2,0,60,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,57,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0
F,27,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,28,0,0,0,20,0,0,0,0,0,20,0,10,0,0,0,10,20,0,0,0,0,0,0,0,0
F,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,10,0,10,0,0,0,0
F,26,63,0,10,0,0,0,0,0,0,0,0,40,10,0,0,0,0,10,0,10,10,0,0,0,0
F,28,37,0,0,0,0,0,0,0,0,10,0,0,20,0,0,30,10,0,0,10,0,0,0,0,0
M,27,6,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,16,0,10,0,0,10,0,0,0,0,10,10,40,0,0,0,0,0,0,0,0,0,0,0,0
F,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
F,26,26,0,10,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,67,0,10,0,0,0,20,0,0,10,0,0,0,0,0,20,0,0,0,0,10,20,10,0,0
F,27,20,0,0,0,50,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0
F,26,10,0,0,80,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
F,24,1,0,10,0,0,0,0,0,0,0,0,20,0,10,0,10,0,10,0,0,0,0,0,0,0
F,25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,26,18,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
M,28,0,10,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
F,27,11,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,10,0,0,0,0,0
F,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10
F,26,125,10,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,30,0,10,0,0,0,0,0
F,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
NE,28,16,0,10,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,25,37,0,0,20,0,0,0,40,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,27,49,60,10,0,0,0,0,0,0,0,10,0,80,10,0,130,40,60,0,0,0,10,0,0,10
F,29,15,0,0,0,50,20,0,0,50,0,20,0,0,0,0,0,0,10,10,0,0,0,0,0,0
F,25,19,0,0,0,0,0,0,0,0,0,0,0,40,0,0,10,0,0,0,0,0,10,0,10,0
NE,28,21,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0
F,25,50,0,0,0,10,0,0,10,0,0,10,0,0,0,0,20,0,0,10,0,0,0,0,0,0
F,25,67,0,0,0,0,0,20,0,0,0,10,0,0,20,0,20,0,10,0,0,10,10,0,0,0
F,27,52,0,0,50,0,0,0,0,0,0,0,40,10,0,0,20,10,20,0,10,10,0,10,10,0
F,27,44,0,0,0,0,0,0,0,0,20,0,0,50,20,0,10,10,0,0,0,20,10,0,0,0
F,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,26,32,0,0,20,0,20,0,0,0,0,0,0,0,0,0,10,10,20,0,10,0,10,0,0,0
M,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
M,29,14,0,50,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,18,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,30,0,0,0,0
M,28,7,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,27,74,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
F,25,48,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,10,0,0
NE,26,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0
F,26,65,10,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,10,10,10,0,0,0,0
F,26,168,0,0,0,0,0,0,0,0,0,0,0,0,120,40,20,0,0,10,0,0,0,0,0,10
F,26,219,10,20,0,10,20,0,0,0,0,0,40,0,0,0,10,0,0,0,0,0,10,0,0,0
NE,28,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
F,28,5,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,28,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20
F,26,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
F,28,74,0,0,0,0,0,0,0,0,0,0,0,10,10,20,10,10,0,10,0,10,0,0,0,0
F,25,124,0,0,20,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,10,0,0,0,0
F,26,44,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,20,20,0,0,0,0,0,0,0
M,25,38,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
F,25,8,10,20,40,0,0,0,0,10,0,0,0,20,10,10,10,20,0,10,0,0,0,0,0,0
M,26,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0
F,26,37,0,0,0,0,0,0,10,0,0,10,10,30,0,0,30,10,0,0,0,10,0,0,0,10
F,26,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
NE,26,111,10,0,20,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0
M,25,82,10,20,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0
NE,27,0,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,10,0,0
F,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,20,0,0,0,0,0,0,0
F,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
F,27,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
F,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0
M,28,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,25,80,0,10,0,0,0,10,0,0,0,0,20,0,10,0,10,0,20,0,0,20,0,0,0,0
F,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
F,27,14,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,13,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,0
M,26,10,30,30,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,0,0,0,0,0,0,0,0,0
F,28,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,40,0,0,0,0
F,27,62,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
F,27,46,10,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,10,10,0,0,0,0,0,0
F,27,34,0,0,0,0,0,0,0,0,10,0,30,20,0,0,20,20,20,10,0,10,0,0,0,0
F,26,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,10
F,27,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,29,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0
M,26,31,0,0,0,0,0,0,0,10,0,10,0,0,0,0,20,10,0,0,0,0,0,0,0,0
F,26,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
F,28,31,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,10,0,0,0,0
M,27,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,17,0,10,150,0,0,0,0,0,0,0,10,0,10,0,20,0,10,0,10,50,0,0,0,0
M,25,80,0,10,10,0,0,0,0,0,0,10,0,0,0,0,20,20,0,0,0,0,0,0,0,0
F,27,49,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,12,20,0,0,0,0,10,0,0,10,0,10,0,0,0,0,30,20,0,10,10,10,0,0,0
F,26,0,10,0,10,20,10,10,0,0,0,20,0,20,0,0,0,0,0,0,0,0,10,0,0,0
F,25,95,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,20,0,10,0,10,0,0,0
F,25,41,0,0,0,0,0,0,0,0,0,0,10,20,0,0,10,30,0,0,0,0,0,0,0,0
F,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,10,0,0,0,0,0,0,0
F,26,14,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
M,26,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,54,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,0,0,10,0,20,0,10,0,0
NE,27,74,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,10,20,10,0,10,0,0,0,0
F,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,63,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
F,27,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0
NE,28,32,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0
M,26,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
M,27,10,10,40,30,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,24,27,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,10,0,0,0,0,0,0,0
F,28,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,10
M,27,2,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,27,57,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
F,25,33,20,30,0,0,0,10,0,0,0,0,0,0,0,0,10,0,10,10,0,10,0,10,10,0
M,30,49,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,14,0,0,0,0,0,0,30,0,0,0,10,0,0,0,20,10,0,0,0,10,0,0,0,0
F,29,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
F,26,0,0,10,0,0,0,30,0,0,0,0,10,20,0,0,0,0,10,0,10,30,0,0,0,0
NE,28,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,10,30,0,0,0,20
F,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
M,25,34,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,28,41,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,31,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,10,0,0,0,0
F,25,14,0,0,0,0,0,0,30,0,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0
F,26,31,40,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,46,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,10,0,0,0,10,0,0
F,28,23,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0
F,27,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,20,0,0,0,0
F,28,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,10,10,10,0,0,0,0,0,0,0
NE,27,46,0,20,0,0,0,0,0,0,0,0,30,20,0,0,0,0,10,0,0,0,0,0,0,0
M,27,43,10,30,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,72,0,0,0,0,0,10,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
NE,25,43,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
F,27,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,10,0,0,0,20,30,10,0,0,0
F,26,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,57,0,0,0,0,0,40,0,10,0,0,10,0,0,0,0,0,10,0,10,0,10,0,0,0
F,27,35,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,20,0,0,0,0
F,28,51,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0
M,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
F,28,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
M,26,3,30,10,0,0,20,0,0,10,0,10,0,40,0,0,20,10,30,0,10,0,0,0,0,20
F,27,29,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,25,26,0,0,30,0,0,10,0,20,0,10,10,10,0,0,10,0,10,0,20,0,0,0,0,0
F,26,19,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,19,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,30,0,0,0,10,0,0,0
F,28,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,22,0,10,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,26,24,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
F,25,23,0,0,30,0,0,10,0,0,0,0,10,0,10,0,10,0,0,0,0,10,0,0,0,0
F,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
NE,27,124,10,0,0,20,0,0,0,0,0,0,10,0,0,0,30,0,0,20,0,0,0,0,0,0
F,25,214,20,0,0,50,10,0,0,0,0,10,0,0,10,0,0,20,20,0,10,0,0,0,10,0
F,25,40,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0,0,0,10,10
F,26,37,10,10,0,10,20,0,0,10,0,0,20,110,0,0,0,0,20,0,0,20,20,0,0,0
F,27,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
F,26,52,10,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,10,0,20,0,0,0,10,0,0,0,10,10,0,0,0,10,0,0,0,0,30,0,0,0,0
F,28,0,0,10,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
F,26,19,0,0,0,0,0,0,0,0,0,0,30,30,0,0,10,0,0,0,0,20,0,0,0,0
M,27,5,0,10,0,0,0,0,0,0,0,20,0,10,0,0,30,0,0,0,0,0,0,0,0,10
F,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0
F,26,37,0,0,0,20,0,0,0,0,0,0,10,10,70,0,10,0,0,0,0,0,0,0,0,0
M,29,125,20,0,0,0,0,0,0,130,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
NE,29,38,40,20,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,10,0,0,0,0
F,25,36,10,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,0,0
F,27,2,0,0,20,0,0,0,60,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0
F,28,28,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,70,0,0,0,0,0,0,0,0
F,28,74,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
M,27,7,0,40,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,29,12,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,4,20,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0
F,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
F,28,64,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,27,37,0,10,0,0,40,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,18,0,0,20,0,0,0,0,0,0,10,10,0,0,0,40,10,110,0,0,30,10,0,0,10
F,25,29,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
F,27,64,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,27,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,26,67,10,0,0,0,0,0,0,0,0,0,20,10,0,0,10,0,0,10,10,0,0,0,0,0
F,26,2,0,0,0,0,0,0,0,0,0,10,0,20,0,0,10,0,10,10,10,0,10,0,0,0
F,27,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
F,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,25,33,30,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0
F,25,33,30,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,77,0,0,0,0,0,0,0,0,0,0,0,40,0,0,10,0,10,0,10,0,10,0,0,0
F,27,117,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,10,0,0,0,0
F,28,91,0,10,0,0,0,0,0,10,0,0,10,0,0,0,30,0,10,0,10,10,10,10,0,0
NE,26,23,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,10,0,0,0,0
F,28,25,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
F,25,43,0,10,0,0,10,0,0,0,0,0,10,0,0,0,10,0,10,0,10,10,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0
F,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0
F,27,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,2,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,10,10,0,0,0
F,27,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0
F,27,36,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
F,26,41,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
F,28,67,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
F,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,32,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0
F,26,32,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0
M,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
F,28,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
F,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
M,27,18,0,20,10,0,0,0,0,0,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0
NE,25,18,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0
F,27,48,10,0,0,50,0,0,10,0,0,20,0,10,0,0,30,10,0,0,0,0,0,0,0,0
F,27,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0
F,26,37,10,0,0,0,10,0,0,0,0,0,20,10,0,0,20,0,10,0,10,10,0,0,0,0
F,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
NE,27,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,40,0,20,0,0,0
F,26,24,0,0,0,0,10,0,0,10,30,0,10,0,0,0,0,10,0,0,10,10,0,0,0,0
F,25,12,10,0,30,40,0,0,0,20,0,0,0,0,10,0,0,20,20,0,30,0,0,0,0,0
F,28,0,0,10,0,0,20,10,0,0,0,30,0,0,0,0,0,0,0,0,0,10,10,0,0,0
F,27,31,0,0,10,0,0,0,0,0,0,0,20,40,0,0,30,10,10,10,60,20,10,10,0,0
F,27,123,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
F,25,48,50,0,10,0,0,0,0,10,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0
F,26,55,20,20,40,0,0,0,20,20,0,0,50,0,0,0,10,40,10,0,40,20,0,0,0,0
F,28,45,0,10,0,30,0,10,0,0,0,0,40,0,0,0,20,0,0,0,0,0,0,0,0,0
F,27,72,0,0,0,30,0,20,0,10,0,0,20,10,10,0,40,0,0,0,0,20,0,0,0,10
F,29,86,0,10,0,0,0,0,20,0,0,0,10,0,0,0,0,10,10,10,0,0,0,0,0,0
F,26,0,10,0,0,0,0,0,0,0,20,0,0,0,0,10,10,20,0,0,0,0,0,10,0,0
NE,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
F,26,106,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,28,0,10,30,0,0,0,10,20,0,0,0,0,10,10,0,0,0,40,0,0,20,0,0,0,0
F,27,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
F,26,16,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,20,0,0,0,0,0,0,0
M,28,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0
F,26,33,30,0,0,0,0,20,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,80,0,0,0,0,0,0,0,0,0,0,0,20,30,10,60,0,0,0,0,0,0,0,0,0
M,25,8,0,0,0,0,0,0,0,20,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,47,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,20,0,0,0,0
NE,27,69,10,20,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10
F,26,103,0,0,0,0,0,0,0,0,0,0,30,10,0,0,10,10,30,0,0,10,10,20,20,0
F,26,59,0,0,0,0,0,10,10,0,0,0,20,0,0,0,10,0,30,0,10,10,10,0,20,0
F,28,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,26,53,30,0,0,20,0,0,0,0,0,10,40,10,0,0,10,0,0,0,0,0,0,0,0,0
F,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,0,0,0,0,0
M,25,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,27,85,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0
