reputacao_artista,altura,largura,peso,preco_escultura,preco_base_envio,diferenca_dias_entrega,data_agendada_dias,data_agendada_mes,data_agendada_ano,data_entrega_dias,data_entrega_mes,data_entrega_ano,material_Argila,material_Bronze,material_Latão,material_Madeira,material_Mármore,material_Não especificado,material_Pedra,internacional_Sim,envio_expresso_Sim,instalacao_incluida_Sim,transporte_Aéreo,transporte_Não especificado,transporte_Rodoviário,fragil_Sim,pedido_extra_cliente_Sim,localizacao_remota_Sim,custo_previsto
0.04,9.4488,4.572,1300.901856,22.1025,109.095,0,23,1,2022,23,1,2022,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,980.7783946972756
0.02,4.2672,2.1336,496.68324,17.22,130.83,2,12,6,2021,14,6,2021,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,887.4365866835648
0.6,7.9248,3.9624,190.962232,26.7225,113.19,-2,11,7,2020,9,7,2020,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,2306.2759070419556
0.5,5.486400000000001,3.9624,189.601456,21.21,110.0925,-3,19,2,2023,16,2,2023,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,2019.8122638012696
0.19,6.4008,3.048,337.018856,29.5575,54.18,-1,15,1,2019,14,1,2019,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,720.6241427430191
0.65,8.8392,3.9624,283.948592,30.135,99.6975,0,10,5,2022,10,5,2022,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,2518.7244749839742
0.2,2.1336,1.2192,327.039832,35.175000000000004,89.145,0,24,4,2021,24,4,2021,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,974.7553071031496
0.01,3.6576,2.4384,392.810672,16.537499999999998,65.52,-3,30,7,2020,27,7,2020,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,671.0035781665969
0.44,3.3528,2.1336,301.185088,30.975,119.9625,4,29,11,2019,3,12,2019,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,1293.0345853046272
0.79,8.5344,3.3528,796.961144,35.2275,64.6275,-2,21,9,2019,19,9,2019,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,3475.2351356060594
0.57,7.010400000000001,4.572,501.672752,18.8475,126.5775,1,25,3,2019,26,3,2019,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1906.6946100135954
0.18,4.8768,1.8288,1947.724048,52.2375,112.35,-3,23,3,2023,20,3,2023,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1223.3317688315738
0.06,5.7912,2.4384,765.209704,32.9175,122.43,-1,23,1,2020,22,1,2020,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,946.0965636625792
0.64,7.315200000000001,2.1336,130.634496,23.7825,105.1575,-2,14,10,2022,12,10,2022,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2168.3431457160546
0.16,7.315200000000001,1.8288,929.410008,36.54,97.755,-3,22,9,2022,19,9,2022,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,965.6362720774857
0.52,2.4384,1.2192,189.147864,24.7275,129.045,2,22,7,2019,24,7,2019,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1451.2983540946816
0.58,8.2296,2.1336,800.136288,30.555,117.39,-2,30,10,2021,28,10,2021,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,2252.1107068345045
0.17,5.1816,2.7432000000000003,53.977448,16.485,96.7575,2,25,11,2020,27,11,2020,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,851.402007907915
0.28,3.9624,1.8288,901.740896,28.8225,81.27,-4,9,3,2023,5,3,2023,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,1365.4997290251258
0.23,1.8288,1.2192,1147.134168,26.3025,100.275,2,18,9,2020,20,9,2020,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,1200.3954281434387
0.41,6.7056,2.7432000000000003,1127.17612,23.9925,109.7775,4,27,11,2019,1,12,2019,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,1458.29204843265
0.94,5.1816,1.8288,469.46772,32.235,83.895,0,7,9,2019,7,9,2019,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,2432.2381084421713
0.01,7.62,3.6576,244.93968,34.0725,93.8175,3,4,5,2023,7,5,2023,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,700.8580426303328
0.28,9.144,2.4384,814.19764,17.115,124.4775,3,16,9,2019,19,9,2019,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1204.7022116179382
0.63,3.6576,2.1336,1467.37012,49.14,58.065000000000005,-4,14,6,2020,10,6,2020,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,1349.0381929102791
0.27,3.9624,1.8288,943.017768,33.285,110.4075,3,23,2,2019,26,2,2019,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,1234.965242911603
0.18,8.5344,3.3528,654.5332559999999,21.84,117.18,3,26,12,2022,29,12,2022,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,1004.7184808009879
0.71,3.6576,2.4384,278.95908,30.7125,61.057500000000005,-2,24,2,2020,22,2,2020,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1562.2386830526236
0.29,6.096,2.4384,160.117976,29.6625,121.59,1,8,9,2022,9,9,2022,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,1046.9852857452213
0.13,13.4112,3.3528,1338.549992,25.9875,109.515,-3,10,12,2022,7,12,2022,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,975.6911556922261
0.95,1.524,0.9144,83.460928,32.3925,103.3725,-4,19,8,2021,15,8,2021,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,2009.8670932153263
0.86,1.524,1.2192,10.886208,32.7075,61.845,2,5,2,2021,7,2,2021,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1292.1799415231378
0.42,3.3528,1.8288,112.037224,19.95,57.96,0,19,8,2021,19,8,2021,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,841.8707518263417
0.19,1.524,1.524,679.480816,25.095,118.3875,-1,23,7,2020,22,7,2020,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1043.6942358981023
0.66,10.3632,2.7432000000000003,532.9706,34.44,80.0625,-4,27,5,2021,23,5,2021,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2024.6737599460298
0.04,5.1816,2.1336,90.264808,31.9725,84.2625,-3,19,1,2021,16,1,2021,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,746.4520421733148
0.87,1.524,0.9144,233.146288,31.6575,67.305,1,6,4,2020,7,4,2020,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,1565.9900106949738
0.02,5.1816,2.4384,811.022496,19.53,88.7775,-2,8,1,2021,6,1,2021,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,943.0710304534556
0.55,2.1336,1.524,15.422128,24.4125,101.43,-3,2,4,2019,30,3,2019,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1138.2355751619575
0.85,1.2192,1.2192,8.618248,22.89,80.0625,0,16,5,2020,16,5,2020,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,1308.4573737713554
0.47,2.4384,1.2192,26.308336,24.465,71.085,0,14,6,2022,14,6,2022,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,849.0023840068557
0.34,4.2672,2.1336,122.016248,33.1275,129.465,-4,20,2,2020,16,2,2020,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1185.3416331779574
0.69,1.524,1.2192,549.299912,36.645,88.2525,-3,10,5,2022,7,5,2022,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1516.7174804234915
0.09,2.7432000000000003,1.524,308.44256,36.4875,120.225,-4,27,1,2021,23,1,2021,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,901.608581532965
0.39,6.096,2.7432000000000003,574.701064,24.0975,91.35,-4,17,11,2022,13,11,2022,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,1419.000576197177
0.58,2.1336,1.524,26.308336,31.815,90.0375,4,2,4,2021,6,4,2021,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1118.3776250160702
0.61,4.2672,2.1336,322.05032,36.4875,59.115,-1,19,4,2023,18,4,2023,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,1404.2272637596323
0.53,5.7912,2.1336,622.328224,21.4725,71.4525,2,4,12,2021,6,12,2021,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,1315.02832406327
0.93,3.9624,2.1336,297.556352,24.4125,123.3225,-1,1,1,2022,31,12,2021,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,2890.287386554488
0.55,7.315200000000001,2.7432000000000003,470.828496,33.285,96.915,0,17,8,2023,17,8,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1768.4618957830296
0.37,2.4384,1.524,450.416856,32.3925,124.3725,3,7,7,2021,10,7,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1264.318043162441
0.13,1.8288,1.2192,533.424192,21.4725,81.89999999999999,-3,19,8,2020,16,8,2020,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,841.7983093678085
0.13,10.0584,1.8288,833.248504,30.7125,70.035,0,16,11,2021,16,11,2021,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,846.633126128962
0.23,5.1816,1.8288,621.42104,35.9625,96.495,3,24,4,2021,27,4,2021,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1021.0558514242201
0.27,3.3528,2.4384,88.904032,22.05,110.775,2,18,8,2020,20,8,2020,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,935.6943395805051
0.02,6.096,3.3528,484.436256,31.71,124.0575,0,26,7,2019,26,7,2019,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,925.5454406153424
0.47,6.096,3.3528,322.503912,33.0225,91.665,-2,14,7,2022,12,7,2022,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,1808.0353059221636
0.45,4.2672,2.4384,170.550592,18.6375,130.41,-4,13,3,2021,9,3,2021,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1891.5466986636293
0.69,8.8392,3.048,341.101184,20.265,79.2225,-3,26,11,2021,23,11,2021,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,2500.726798012821
0.76,2.7432000000000003,1.2192,45.3592,26.1975,67.5675,3,13,5,2019,16,5,2019,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1457.6692227320361
0.82,4.2672,2.4384,1028.746656,45.15,119.3325,2,25,2,2019,27,2,2019,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2728.8247039029734
0.27,3.6576,2.4384,537.50652,24.78,102.375,0,25,8,2020,25,8,2020,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,1060.7753485637152
0.77,4.8768,2.4384,126.098576,34.755,91.4025,-2,20,11,2022,18,11,2022,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1961.397745014265
0.32,3.6576,1.8288,134.716824,35.805,57.8025,4,15,10,2020,19,10,2020,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,817.0256006963873
0.74,1.8288,1.524,222.26008,22.89,108.6225,-4,23,5,2023,19,5,2023,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,1756.0602149144813
0.03,8.5344,2.7432000000000003,213.641832,33.1275,95.655,-4,10,11,2022,6,11,2022,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,749.4706660849191
0.93,8.2296,3.9624,331.12216,16.7475,115.92,0,14,3,2019,14,3,2019,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4860.4145214772725
0.61,0.9144,0.6096,4.989512,36.12,69.6675,4,9,2,2021,13,2,2021,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,1013.23501306365
0.47,3.048,1.2192,161.932344,22.365,95.2875,-3,4,10,2021,1,10,2021,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1359.3667427615262
0.13,5.7912,3.9624,165.107488,29.4,127.9425,0,7,10,2021,7,10,2021,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,890.1036242612047
0.78,1.8288,1.2192,43.09124,20.79,73.605,4,23,7,2020,27,7,2020,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,1383.4721492412327
0.64,2.4384,1.524,14.061352,26.985,71.66250000000001,4,23,2,2021,27,2,2021,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1149.304623284393
0.39,3.048,1.524,33.565808,21.1575,86.94,-3,10,6,2022,7,6,2022,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,908.0719804506263
0.28,5.486400000000001,2.7432000000000003,2087.430384,29.715,81.165,0,2,6,2020,2,6,2020,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,1291.9462774540007
0.74,2.1336,1.524,46.266384,31.8675,88.4625,0,3,10,2021,3,10,2021,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,1489.1450777240427
0.5,5.1816,1.8288,52.16308,31.5,57.2775,2,22,10,2022,24,10,2022,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1043.2297263769876
0.34,2.1336,1.524,317.967992,30.5025,109.1475,0,15,4,2020,15,4,2020,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1074.1158141414724
0.36,3.9624,2.1336,1491.864088,35.805,81.4275,-3,9,2,2022,6,2,2022,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,1252.8556954908113
0.76,6.4008,2.4384,960.707856,29.5575,57.9075,4,17,12,2019,21,12,2019,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2191.291237306082
0.07,9.4488,1.8288,114.758776,25.2525,53.602500000000006,0,9,7,2022,9,7,2022,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,604.8520099199609
0.18,3.6576,2.1336,1029.65384,32.2875,87.8325,1,11,4,2019,12,4,2019,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,892.670311317616
0.79,4.572,2.4384,1241.934896,46.095,61.6875,-3,17,10,2021,14,10,2021,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,1959.2887280097202
0.05,6.4008,2.7432000000000003,360.152048,35.49,82.845,-2,21,7,2021,19,7,2021,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,719.0022948819056
0.79,2.4384,1.524,97.52228,32.3925,119.175,4,19,6,2023,23,6,2023,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1773.0961960096415
0.05,4.2672,1.8288,68.492392,17.64,116.3925,0,26,10,2021,26,10,2021,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,824.3224203865758
0.3,2.1336,1.524,66.224432,19.32,125.3175,1,21,11,2020,22,11,2020,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1028.286349150183
0.5,6.096,1.8288,209.105912,17.6925,66.675,4,23,10,2019,27,10,2019,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1206.3549968479897
0.46,3.9624,1.8288,799.682696,33.3375,113.19,3,18,2,2021,21,2,2021,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1350.62510741715
0.42,5.7912,3.6576,762.0345599999999,31.92,88.725,-4,3,12,2021,29,11,2021,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,1453.1102369471614
0.76,5.1816,2.4384,1889.21068,19.2675,73.9725,0,5,12,2020,5,12,2020,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,2535.670962382914
0.67,4.8768,2.1336,188.24068,31.1325,121.38,3,28,1,2021,31,1,2021,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,2055.0940296022727
0.03,5.1816,2.1336,82.100152,28.245,100.17,3,18,4,2023,21,4,2023,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,753.5330103743286
0.74,8.5344,4.572,916.709432,47.3025,129.15,0,12,9,2019,12,9,2019,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4252.0783525
0.33,2.1336,1.524,30.844256,31.6575,65.5725,-2,10,4,2020,8,4,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,829.0719321489044
0.37,4.2672,2.1336,71.667536,32.4975,85.94250000000001,0,16,8,2020,16,8,2020,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,906.0891643018166
0.44,2.7432000000000003,1.524,282.587816,26.355,113.1375,-2,21,5,2023,19,5,2023,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1361.7626479016033
0.05,7.010400000000001,2.4384,137.891968,21.315,85.89,-3,29,10,2019,26,10,2019,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,726.7434080996724
0.01,4.572,1.8288,408.2328,33.4425,52.7625,1,11,8,2021,12,8,2021,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,677.2032986924224
0.4,5.1816,1.8288,41.730464,31.29,93.3975,0,28,10,2021,28,10,2021,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1022.8925975530532
0.08,3.048,1.524,98.883056,29.3475,107.8875,1,17,8,2023,18,8,2023,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,817.7167600570461
0.94,0.9144,0.6096,9.979024,24.9375,102.6375,-4,26,5,2022,22,5,2022,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,1462.2424665836243
0.13,2.7432000000000003,1.2192,38.55532,32.865,52.5,-2,7,6,2020,5,6,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,673.2768268515854
0.05,1.2192,1.2192,29.48348,36.0675,78.9075,0,4,4,2022,4,4,2022,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,691.5382981220837
0.21,2.4384,1.2192,23.586784,18.2175,89.565,0,11,2,2023,11,2,2023,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,878.5709487834315
0.1,2.4384,1.524,22.226008,16.3275,108.0975,-4,25,11,2020,21,11,2020,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,824.154996053006
0.31,10.9728,3.3528,1520.893976,38.535,105.8925,-4,25,3,2023,21,3,2023,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,1384.9516589595553
0.0,5.486400000000001,2.7432000000000003,136.0776,22.4175,112.2975,0,10,11,2020,10,11,2020,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,788.5634043642057
0.92,2.4384,1.524,285.76296,37.5375,124.2675,-4,12,7,2022,8,7,2022,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2351.4008360547787
0.14,7.62,3.048,1442.876152,16.275000000000002,72.765,0,3,2,2019,3,2,2019,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,858.8233346357288
0.1,7.010400000000001,2.7432000000000003,273.515976,35.175000000000004,103.1625,-4,25,3,2023,21,3,2023,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,826.6349137778426
0.43,5.1816,1.8288,87.089664,26.88,73.29,4,29,4,2020,3,5,2020,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,886.5490283038957
0.53,2.1336,1.2192,1890.117864,27.615,113.505,4,14,2,2020,18,2,2020,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,1519.9636734905982
0.03,4.2672,2.4384,325.679056,21.0525,65.9925,0,10,7,2019,10,7,2019,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,705.1030005558334
0.73,0.9144,0.9144,37.648136,20.3175,125.8425,3,29,3,2020,1,4,2020,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,1554.6853530865462
0.99,2.4384,1.2192,15.422128,31.8675,77.3325,4,3,3,2019,7,3,2019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,1750.6077742584498
0.53,2.4384,1.2192,239.950168,17.745,116.025,4,17,9,2020,21,9,2020,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,1452.6290350588395
0.24,7.9248,2.7432000000000003,562.907672,28.98,115.29,-1,1,8,2023,31,7,2023,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1117.0470947599244
0.79,1.8288,1.524,51.709488,27.405,75.285,0,30,8,2020,30,8,2020,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1369.5403330019296
0.1,4.572,2.4384,1767.648024,26.6175,70.35000000000001,-3,29,8,2019,26,8,2019,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,846.7972596001355
0.2,3.048,1.524,437.71628,34.545,87.0975,0,18,8,2023,18,8,2023,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,885.9150578738356
0.59,5.486400000000001,4.2672,1271.871968,33.285,52.6575,0,17,12,2019,17,12,2019,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,1642.77743010682
0.6,8.8392,3.048,1389.805888,37.59,83.1075,-1,20,3,2022,19,3,2022,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1937.8029111312646
0.21,2.7432000000000003,1.2192,135.170416,21.6825,123.7425,-1,5,5,2023,4,5,2023,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,976.7774492353237
0.19,4.572,2.4384,776.549504,36.54,114.24,-4,24,2,2019,20,2,2019,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,1221.8834147504149
0.12,1.2192,0.9144,24.040376,21.1575,86.2575,0,21,1,2021,21,1,2021,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,730.4591814457839
0.84,2.1336,1.524,1806.656936,23.205,122.115,4,4,5,2021,8,5,2021,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,2177.0233056523884
0.79,7.62,2.4384,95.25432,35.28,122.325,-1,13,5,2023,12,5,2023,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,3052.021205773945
0.07,7.315200000000001,1.8288,644.10064,29.505,96.495,0,2,4,2023,2,4,2023,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,976.4020563265185
0.3,13.4112,3.3528,278.95908,27.51,106.9425,-4,24,7,2022,20,7,2022,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,1241.4572874813675
0.64,5.1816,2.1336,69.853168,27.405,108.57,3,9,1,2022,12,1,2022,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,1716.817347645688
0.52,3.9624,2.1336,81.192968,22.9425,83.1075,0,13,3,2020,13,3,2020,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,1261.6656310996939
0.53,4.572,2.4384,95.707912,20.16,60.5325,1,31,1,2019,1,2,2019,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1318.8086490234011
0.61,3.3528,2.1336,126.552168,32.2875,66.2025,1,26,1,2021,27,1,2021,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,1404.1950902532265
0.62,7.315200000000001,3.048,223.167264,31.08,56.595,1,23,5,2021,24,5,2021,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1548.0863223450808
0.86,1.8288,1.2192,77.564232,24.045,98.2275,4,14,5,2021,18,5,2021,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1598.7800558406288
0.27,7.315200000000001,2.4384,419.119008,30.082500000000003,98.175,0,12,5,2022,12,5,2022,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1049.9865985685194
0.38,6.096,2.4384,173.725736,27.195,71.0325,1,31,12,2020,1,1,2021,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,1025.4594882596352
0.47,2.1336,1.524,69.399576,21.4725,58.065000000000005,-4,13,3,2019,9,3,2019,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,1154.3376838162467
0.33,5.1816,2.1336,42.637648,24.7275,55.4925,3,15,1,2023,18,1,2023,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,761.8963790080354
0.62,7.9248,2.7432000000000003,164.653896,36.645,53.34,4,9,3,2020,13,3,2020,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,1582.5116183617426
0.48,1.8288,1.2192,179.622432,21.0525,91.1925,3,20,5,2019,23,5,2019,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1246.7373407285463
0.05,2.7432000000000003,1.2192,40.369688,22.47,85.89,-4,2,11,2020,29,10,2020,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,732.9272978748824
0.55,9.144,1.8288,115.212368,19.74,127.3125,0,2,5,2023,2,5,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1913.2453565160083
0.09,7.010400000000001,2.1336,436.809096,19.4775,67.7775,3,14,2,2022,17,2,2022,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,704.6230391922202
0.69,6.096,3.048,726.6543839999999,29.8725,76.86,-3,7,8,2022,4,8,2022,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,2478.8205637485426
0.61,2.4384,1.2192,202.755624,30.975,120.645,2,6,2,2019,8,2,2019,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1499.8790639452186
0.52,3.9624,2.1336,356.523312,20.16,77.07,0,11,9,2019,11,9,2019,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1178.9458859153085
0.28,3.9624,1.8288,241.310944,29.925,117.2325,-2,1,3,2019,27,2,2019,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,1092.6533085181927
0.03,3.9624,1.8288,758.859416,19.635,105.315,-4,18,4,2023,14,4,2023,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,939.1918128045401
0.75,3.3528,1.8288,774.2815439999999,33.18,130.305,3,14,11,2020,17,11,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,2251.3147815144316
0.72,0.9144,0.6096,16.782904,29.7675,78.33,0,22,5,2023,22,5,2023,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1167.7285103915658
0.45,6.7056,2.4384,91.625584,28.035,123.9,-3,5,8,2019,2,8,2019,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1781.9497612612
0.06,4.572,2.1336,84.821704,25.4625,102.585,-3,5,6,2023,2,6,2023,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,769.9540032298365
0.2,6.4008,1.8288,273.515976,34.125,119.6475,-4,17,11,2022,13,11,2022,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1023.9157369024203
0.0,10.668,3.9624,896.297792,29.5575,62.002500000000005,-2,11,4,2022,9,4,2022,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,773.8678443786471
0.51,4.8768,2.1336,160.117976,33.2325,57.435,2,11,9,2019,13,9,2019,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1100.0090607453544
0.39,5.7912,2.7432000000000003,108.408488,16.8,61.845,2,4,9,2021,6,9,2021,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,850.517058483064
0.07,2.7432000000000003,1.524,37.648136,33.7575,84.525,1,15,12,2022,16,12,2022,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,702.853849117164
0.58,4.572,1.8288,67.131616,25.41,97.23,4,18,2,2021,22,2,2021,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,1353.5194993385583
0.97,5.486400000000001,2.4384,313.432072,15.75,53.4975,0,28,8,2022,28,8,2022,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,2546.0924351704552
