,nota_review,review
18284,5,"Como o esperado, não deixou nada a desejar, para começar pelo acompanhamento do pedido, a cada mudança me enviava uma msg, e isso é muito importante, pois mostra a seriedade da empresa."
2532,4,"O produto foi roubado do veículo dos correios. O vendedor reenviou um novo produto.Ainda não recebi, por isso estou avaliando a atitude da loja em me contactar e apresentar uma solução."
16342,1,"meu produto foi violado entao nao recebi o mesmo 
peço que me envie outro "
18061,1,o produto não funciona e não consigo falar na loja no site.preciso que me ajudem a trocar o produto.
39073,5,"Os 4 rolos chegaram juntos e 12 dias antes do prazo, numa compra anterior targaryen entregou 3 rolos em datas diferentes. O adesivo é de boa qualidade mas a colocação exige muita habilidade e paciência! "
14297,5,"Lindo... amei
Preço super Bom!!!"
19916,2,Não gostei dos objetos e quero devolvê-los. Achei o material muito frágil e até veio com um pequeno furo no courino.
9555,5,Serviço excelente qualidade entrega capricho atenção cuidado vou continuar comprando com a empresa parabéns por cativar os clientes vou recomendar amei 
16339,2,Veio com um defeito no acrílico que fica bem aparente. 
25244,4,"O produto entregue era correto, felizmente não apresentava defeitos, além de ser facilmente montavel. Portanto, considero que tenha sido prático recebe-lo em casa."
18530,1,"Estou solicitando uma troca e não obtive resposta no prazo de 48 hs.
Estou insatisfeita."
25804,5,Minha filha adorou as cartas.
20152,5,"o material nunca é igual a impressão que temos na tela, de toda forma o serviço foi muito bom."
6991,2,"Adorei a rapidez, o produto veio do jeito que pedi mas a película veio toda trincada. Não vou mandar de volta pq não vale a pena pagar o correio por conta do preço do produto."
30190,1,"Não chegou o kit de pincéis escova , pode ser que venha em separado, enfim, não gostei da forma do envio, pois a informação é a de que os produtos foram entregues!"
14701,1,comprei um capacete Taurus zareef v3 branco número 58 porém me mandaram um kit de pistão para cg 150 erro grosseiro por parte da loja espero que resolvam logo esse problema pois o capacete é presente 
38723,5,"Produto dentro de nossa expectativa só um pouco pequeno, chegou antes do prazo previsto recomendo."
23028,5,Produto de ótima qualidade. Super recomendaria...super satisfeita 
30057,5,"Entrega perfeita, os itens entregues corretamente. produto muito bom. Parabéns!"
4246,5,"Produto muito bom, entregue sem problemas, e antes do prazo previsto. Recomendo"
36856,5,gostei bastante da cortina
25963,1,Não obtive nenhuma resposta do site em relação ao atraso da entrega do produto
6981,4,"Ótimo produto da marca Casio, mto fácil de manusear e configurar, chegou embalado tudo certinho, veio dentro do prazo, mas considero o prazo é extenso."
15072,5,Sempre recebi os produtos comprados com bastante antecedência e em ótimo estado.
118,1,o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei
35441,5,As mamadeiras chegaram perfeitas e antes de prazo.
20051,4,"Comprei 2 rolos de cabo 4mm e até agora so recebi 1, achei estranho porque na nota fiscal veio constando 2 e so recebi 1. Espero não ter dor de cabeça. Nao vou recmendar a loja ate resolver a situaçao"
33711,3,"A bicicleta veio totalmente desmontada sendo que no site dizia claramente que o produto somente viria sem a roda dianteira e o guidão mas não foi o que aconteceu, revejam seus conceitos e não mintam."
23617,2,Discrição de panela de ferro não conferi 
6914,1,"Comprei 3 conjuntos, veio apenas 1"
19089,1,Só chegou o acoplamento dos carro. O carrinho e bebe conforto não veio.
16252,5,"Gostei muito, chegou bem antes do previsto e principalmente pelo fato de se tratar de um presente para criança e vocês terem tido o carinho de embrulhar com papel de presente... Muito legal! Parabéns!"
6643,5,"Produto igual a da foto. 
Amei o meu pedido. 
Super recomendo..

"
3196,1,"Não gostei do matéria das cotinas,achei muito veias."
27277,5,otimo produto com preço bom e entrega rapida recomendo
37629,5,muito bom o produto e foi entregu rapido antes d a dat
12419,4,muito bom o produto fiquei bem satisteito e vou adquerir mais deste mesmo produto muito bom
22135,4,"Bom produto, entrega no prazo estipulado."
10516,4,"Produto dentro do esperado
Boa embalagem
Excelente atendimento"
32839,5,"Produto lindo e muito bom, ótima qualidade"
18594,5,O produto chegou bem embalado e antes do prazo!! Recomendo!!!
24140,1,"Comprei 02 unidades, porém recebi apenas uma."
32620,5,Claro é super confiável esta de parabéns
16770,1,"Recebi o produto dentro do prazo, mas a balança estava oscilando demais o peso."
39122,5,"Amei o relógio, ele só é bem pequeno, mas é lindo! E chegou bem antes do prazo. Comprarei novamente, com certeza! "
16363,5,"O produto realmente funciona, a cachorrada calou a boca geral..."
22868,1,"Não recebi o produto e ainda não tive nenhuma resposta da minha reclamação. E o pior é que seria presente de 1 ano do avô da criança, o qual pagou mais de R$500,00 pela mesma. "
7953,5,Comprei um produto porém recebi outro. 
23058,2,"Já enviei o aviso para cancelar o pedido, porque como da vez anterior, entregaram o modelo Carway F30 no lugar de Carvun F30, pois faço questão que tenha teleobjetivo num dos lentes"
15223,1,"Mandaram outro produto no lugar do que eu comprei. Comprei uma bumbleebe mandaram uma Batgirl, que já temos, minha filha aguardava essa boneca ansiosa, pois estávamos atrás há muito tempo. "
2760,4,adorei obrigado
36857,1," Não entregam na residência, o produto fica na agência dos correios.
 Os atendentes do Fale Conosco são péssimos, falam qualquer coisa e encerram o assunto sem solução!
"
21375,5,"Ótima loja, ótimo vendedor cumpre oque diz "
27247,5,Produto muito bom de alta qualidade.
4816,5,superou minha expecyativa
38992,1,Segundo produto que compro que não chegou no prazo esse quem sabe chega porém o outro voltou pq só me passaram o rastreio depois q o mesmo voltou
34454,1,"01 gf. vazia e 11 gfs vazando, ano passado fiz esta compra e veio 03 quebradas.Não confio. "
27303,5,"Foi tudo muito bem, entregaram antecipado veio tudo bem. Obrigado eu recomendo."
2425,5,"Boa,pois foi entregue no prazo é gostei muito do produto."
16173,5,Muito bom em breve comprarei mais
34728,3,"Produto novo, parece estar tudo certo, porém a caixa nao veio lacrada. "
19787,5,Estou satisfeito com o produto. Chegou antes do prazo e em perfeito estado. 
5948,5,Excelente! O produto veio e foi rápido na entrega! Parabéns!
8540,1,Quero trocar o produto. Tecido da cortina mega fino
35176,5,"Recebi o relógio, veio muito bem embalado e protegido de danos, no tempo previsto para entrega, estou satisfeitíssima, grata pela atenção."
36172,5,"Os Patins são mais lindos ainda pessoalmente e dá pra vê que é de ótima qualidade o material, amei! A Loja entregou muito rápido, Parabéns e Obrigada! "
18894,3,"O produto é bem simples, mas cumpre as exigências."
4007,1,"Efetuei a compra de 3 peças , conforme descrito na nota fiscal, mas ontem recebi apenas 2. Está faltando 1 peça, entrei em contato imediatamente com o site e informei o ocorrido e ainda não respondera"
39151,4,Gostei de adquirir produtos desta loja. Estou satisfeita.
24524,4,"OK, o produto e exatamente como eu aguardava. Prazo de entrega foi menor que o previsto. Porém, achei o valor do transporte um pouco elevado."
12127,5,"Gostei muito, vocês estão de parabéns. Muito obrigado"
75,5,"Acho que rastreando o produto devia ser melhor e mais preciso, mas no geral foi uma ótima experiência "
20262,4,"Ainda não abri, pois é presente e vai ser aberto na quinta-feira, se tiver algum problema com o produto avisarei."
23039,3,"Excelente produto, correto, bem embalado mas com entrega excessivamente demorada, considerando que o mesmo é um medicamento."
9579,1,"A película de vidro veio riscada e sem o plástico 2 de proteção e a capa do J7 muito larga.
A película do A6 levanta as bordas não dá para usar junto com a capa protetora."
25412,5,"Comprei 4 kits e só recebi, por enquanto, apenas 01(um). Por isso minha avaliação de que ""o produto não foi entregue"". Penso que deveriam inf na compra q viria em partes e não td de uma vez. Aguardo."
25048,5,O produto chegou bem embalado e antes do prazo. Estou muito satisfeita!
24522,4,Satisfação com os produtos e tudo entregue no tempo certo. Obrigada!
358,5,Tudo cento e no prazo recomento
13573,5,"Muito bom, entregou no prazo"
22975,5,LOJA ATENDEU A MINHA EXPECTATIVA.PRODUTOS SÃO DE ÓTIMA QUALIDADE E A ENTREGA SUPER RÁPIDA.
9998,5,Produto ótimo só que a parte de colocar a CNH tinha que ser maior um pouquinho pra que seja colocada com o plástico que vem acompanhado nela tirando isso daí o resto tudo ok e obrigada! 
9326,4,a encomenda tem prazo para chegar até 02-01-2018 e não posso avaliar nada pois estão dentro do prazo!
29038,1,"Comprei um toner samsung, paguei em 04/10/2016 e até hoje não recebi."
115,5,Produto bom veio no dentro do prazo chegou em 08 dias estão de parabéns. 
5995,4,"Panela de boa qualidade, só faltou um puxador na panela que vai o pudim"
19321,5,Produto foi entregue no dia 03.03. e estarei testando a eficiencia do mesmo. Espero que realmente produza o efeito esperado.
38172,1,"Recebi uma mercadoria que não pedi, comprei slim life , com as seguintes composição, camu-camu, açaí e guaraná, veio turbo slim Life com picolinato de cromo, gengibre e guaraná, chegou no dia 4 errado"
36420,4,Vocês apresentam muita dificuldade para falar com atendente. 
2218,5,Espero que o aparelho realmente atenda o que espero dele...
24237,5,"Produto correto e dentro do prazo!
Excelente"
16985,5,"Comprei o produto,a entrega dentro do esperado,o produto em perfeito estado!!
Eu recomendo!!!!
Muito bom pode confiar!!
"
36415,1,"Comprei uma Escova na cor DOURADA e mandaram na cor rosa, e ainda colocaram a caixa da escova dentro de outra caixa da Marca Laka toda rasgada, um descaso com o consumidor."
31496,5,"Só demorou um pouco devido o endereço, de entrega não ser atualizado, depois que confirmamos o endereço correto chegou corretamente."
26948,5,"Parabéns, veio exatamente o que comprei é no cronograma certo, estou muito contente."
1929,5,Parabéns chegou antes do prazo ótima qualidade do produto 
13252,5,"A loja foi muito rápida no envio, recebi tudo certo e de forma eficiente. Grata! "
23656,5,"produto, tampa laterais da yes, muito bom e a loja nunca tive problemas. "
18740,1,"Já comprei muitas coisas com vocês, sempre achei a qualidade ótima, mas desta vez decepcionou, achei o cobertor muito mal acabado. Já começa que foi cortado torto, a costura está péssima, "
38382,5,Material de boa qualidade
28636,3,"Estou satisfeito com a entrega no prazo, mas o box veio todo amassado. E gostaria de fazer uma troca por um box não avariado."
35926,3,"gostei muito do produto, mas entregaram na cor errada. Comprei lilas e recebi rosa. vou ficar com ele mesmo assim"
1293,2,Achei que o blackout viria com um tecido em cima. 
4842,5,Muito bom compra com VCS minha patroa tá impolgada
36330,1,"Fiz um pedido de dois produtos iguais ,mas quando abri a caixa veio apenas um produto ,estou decepcionada.

não recomendo . "
33278,5,"Ótimo produto. Realizei a compra com receio, porém o resultado foi ótimo. Valeu a pena. "
38675,5,"Produto entregue dentro do prazo, sem avarias e horário adequado... excelente atendimento"
7553,5,Entregue antes do prazo é produto de acordo com a descrição do anuncio- excelente
23427,1,"Comprei um produto que é uma REPLICA que esta sendo vendida como original!!
Não acompanha caixa original,manual ou garantia!!!
produto com aspecto de usado,todo arranhado!!
e desejo cancelar o pedi"
5639,4,"A entrega foi feita em menos de 48h isso pq fiz o pedido num domingo a noite. Porém nao funcionou pois preciso de um conversor, só o cabo não faz isso."
8956,3,"Efetuei a compra de um relógio Cássio, de acordo com a descrição do produto e a foto, porem o relógio que chegou é completamente diferente do que eu efetuei a compra. Achei falta de respeito comigo."
32261,4,O produto chegou bem embalado e antes do prazo. Gostei muito do vendedor.
38813,4,As peças da maçaneta do carro não encaixou direito
35733,1,"O teclado sem fio veio com peça faltando o que impossibilita a conectividade com o PC e o mouse veio sujo, amarelado, com aspecto de usado. Solicitei a devolução com emissão de voucher de crédito."
14461,5,Produto excelente e de ótima qualidade. Adorei.
10646,1,"Eu não sei o que está acontecendo, eu preciso do produto urgente e até agora não chegou. Tem mais de um mês "
12968,4,O produto chegou corretamente. Pude acompanhar a entrega pelo rastreio do pedido. Deu tudo certo.
31884,5,"Super recomendo o produto chegou bem antes do prazo, sem nenhuma avaria. "
6718,5,"Estou satisfeita com o vendedor,O produto foi entregue bem antes do prazo prazo previsto.
Recomendo "
9798,1,"Inrresponsabiliade, estou esperando um produto que o prazo era dia até dia 14, estou insatisfeita."
17108,5,"Estão de parabéns como sempre, o produto chega antes do prazo Obrigado "
18180,1,Comprei a cadeira tem mais 1 mes e até agora não recebi. Péssima empresa nunca mais compro dela.
31661,4,"Me surpreendeu a agilidade da entrega, super satisfeito e produto de boa qualidade. Recomendo "
24084,5,Produto entregue corretamente no prazo
36828,5,"tudo certo, entrega rapida e produto de boa qualidade"
20395,3,A cor é creme e não totalmente branco como descrito. 
36669,5,"Parabéns ,ótimos profissionais ,o produto chegou até antes do prazo"
15743,5,"Excelente transação o produto chegou mais de 10 dias antes do prazo, intacto, perfeito, com instruções de uso. Super recomendo. "
24743,1,Péssimo o procedimento. Vergonha. Nada entregue até agora. Absurdo e descaso com cliente.
4874,5,"O serviço prestado e de grande confiança, porém ainda aguardo a resposta para solucionar o problema que o produto apresentou .
Espero que a mesma mostre eficiência na solução do problema. "
16055,5,"fonte bem pesada, e com cabos longos
aparentemente bem feita!"
11250,5,"Recebi os produtos adquiridos pelo site em perfeito estado, tanto o violão e a capa. Gostei muito!!cChegou antes do prazo estipulado. Valeu a pena!!! Recomendo..."
32193,5,Linda a mesa !
9314,5,"Tudo otimo,produto,entrega e suprte maravilhoso da Zoop.Com"
25205,1,"o produto adquirido não é o que eu esperava...
"
30969,1,"Meu produto não foi entregue errado, no lugar de um trampolim entregaram uma bola de pilates. Revoltante, já abri reclamação mas até agora nenhum retorno."
14870,5,Produto chegou antes do prazo... rastreamento sempre atualizado 
20175,5,"O travesseiro é ótimo, supriu muito bem a minha necessidade, vale a pena comprar. "
29273,5,Gostei muito eficiente e o produto chegou certinho bem embalado no prazo 
1502,1,O produto é falsificado. Não veio com manual e nem com certificado de garantia da Orient.
32899,5,Ocorreu tudo certo produto muito bom e entregue no prazo
26016,1,"Sou cliente há anos, porém sempre há divergências e problemas na entrega, consta como produto entregue, porém foi entregue apenas 1 produto, aguardo solução!"
6559,4,"O produto tem boa qualidade, mas acho que não vale o preço pedido, só comprei pois tinha um vale que me deu desconto."
38563,1,"Produto não é o mesmo da foto, muito diferente, odiei."
35747,5,Já é o segundo produto que compro na Zoop.com e chega antes do prazo e com muita qualidade! A maca chegou em perfeito estado e a qualidade é indiscutível!
31182,1,"Fiz o pedido dia 27/03, e constava que previsão para a chegada do produto era até 16/04. E, até agora, nada. Parece que está um jogo de joga e empurra."
3767,5,Produto maravilhoso! Amei
32688,5,"entregue no prazo ,consegui exatamente o que precisava."
5882,5,"PRODUTO ÓTIMO, PERFEITO, CHEGOU 15 DIAS ANTES DO PRAZO ESTIPULADO."
11048,5,"recomendaria a qualquer amigo,pois é muito rapido e pontual."
38115,5,Parabéns a Zoop.com
18398,2,"Fiz a compra de dois produtos, um foi entregue imediatamente mas o outro demorou demais. A compra foi entregue separado com duas datas de entrega. Não gostei."
35183,4,Recebi o produto em perfeitas condições. Obrigada ! 
39025,4,"quanto ao prazo a loja esta de parabéns, mas em questão ao produto não, pois o produto que me foi entregue foi totalmente diferente do que comprei."
7061,1,O vendendor so me vendeu um item. O outro não sei quem foi e não foi entregue. Erro do site comprei dois intem paguei um único frete. So olha na NF 
18811,4,"Gostei muito do produto,serviu certo na minha cama e ficou super bonita"
38080,4,"Entrega rápida e a qualidade do produto é um pouco abaixo do esperado, porém pelo valor, está satisfatório."
5267,1,"pedido 01-66821151,neste pedido fiz compra de 3 cortinas, recebi somente duas, cujos controles dos correios enviados são
PO 991 371 388 BR
PO 991 371 391 BR
GOSTARIA SABER SOBRE A QUE NÃO RECEBI?"
8431,1,"Segundo a especificação o produto seria para Sony Z3 Plus E6533, porém a película q veio nem ao menos chega a cobrir toda a tela do aparelho, esse produto é um erro grosseiro, enganador."
16477,5,Produto entregue no prazo e em perfeitas condições de uso. Muito bom!
25055,5,Produto atendeu às expectativas e chegou antes do prazo
29651,3,p0ntualidade.valeu.espero continue eficiente
20683,2,Comprei dois conjuntos de 30 cabides mas recebi apenas um. Aguardo contato referente ao segundo conjunto. Obrigada.
35504,5,Foram muito ágeis no envio do produto. Chegou antes do prazo estipulado. Muito bem embalado.
31872,1,"consta que está em transporte desde o dia
25/03/2018 
11:16 
LONDRINA / PR para RIO DE JANEIRO / RJ
espero recebe uma resposta ao meu pedido"
2539,5,adorei este kit
28898,5,Gostei muito chegou tudo certinho e antes do prazo tudo bem embalado super recomendo produto de qualidade os sabores são ótimos tudo em perfeito estado estou usando e estou gostando muito eu aprovo e 
1730,4,"Achei o produto bonito, chegou certinho. Só é menorzinho do que eu imaginava e frágio. Mais chegou inteiro."
37439,4,Gostei do produto veio fios embalado com maior cuidado agradeço 
25352,5,"Ótima mercadoria,Chegou antes do prazo. Recomendo "
22080,5,Excelente! Entrega rápida e o produto é lindo!
35384,4,"Tenho um produto comprado nos EUA, vou verificar se a qualidade é a mesma."
12319,3,"Fiquei mt satiafeita, mas pensei q era um produto e veio outro. Pq pela foto parecia q era uma colcha e veio no material de lençol. Mas td bem. Nao tem problema. Sempre comprei neste site e confio."
21675,4,"Produto excelente , pontualidade na entrega e bom preço."
16840,5,O produto foi entregue no prazo e em excelente condições
34141,2,"Não gostei dos panos de prato, no site eram muito mais bonitos, quando pedi achei que eram bege, não veio estampas de corujinha."
15906,1,COMPREI 2 PRODUTOS E SÓ ME ENTREGARAM ATE AGORA NÃO TIVE RESPOSTA SOBRE O OUTRO PRODUTO!
15309,2,O produto vendido é falsificado . A imagem do produto é embaçada pra não dar pra perceber claras diferenças entre ele e o original 
7922,4,Como sempre o produto chegou dentro do prazo e de forma correta.
6805,5,CHEGOU NO PRAZO CERTO TUDO EM PERFEITAS CONDIÇÕES SÓ PEDI A DEVOLUÇÃO DO PRODUTO PORQUE MINHA IMPRESSORA ESTRAGOU E O MESMO NÃO TERIA NENHUMA UTILIDADE PARA MIM MAS RECOMENDO SIM 
8490,1,"Compramos e efetuamos o pagamento para 2 e recebemos somente 1..
Estamos aguardando retorno quanto ao email enviado qdo no recebimento do mesmo.
Não recebemos a nota fiscal da compra também.

Att"
28153,4,"produto entregue no prazo , estou testando não sei informar se realmente é bom e vai surtir o efeito desejado."
39082,5,"O produto chegou antes do prazo estabelecido
Porém o mesmo não era como parecia nas imagens da propaganda.
Mas já serve para presentear."
35996,2,"Olá, faltou a bolsa transparente para guardar os blocos, que aparece nas fotos no site da loja Zoop. Veio tudo solto numa caixa de papelão. Aguardo retorno"
25823,5,Produto excelente. Chegou antes do previsto. Excelente qualidade e acabamento. Show! 
2946,3,"Adoro o baratheon...

Precisa mais variedade... coucha principalmente muito repitida"
8820,1,"O produto é totalmente de má qualidade, as ""bolinhas"" são na verdade adesivos de papel, e as latas vem completamente preta por dentro, podiam ser limpas pelo menos."
36091,1,"No site o produto parecia ser grande mas quando chegou veio super pequeno ! Não terá utilidade no meu caso pois comprei para guarda coisa grande e n vai caber !!
#Decepcionada "
17160,5,Ótimo! Entrega e mercadoria perfeita 
4502,5,muito bom simples e pratico
3452,1,O produto entregue não corresponde ao produto que eu encomendei. 
21187,5,"Lindo os carrinhos,meu filho adorou!E chegou antes do prazo!"
27937,5,belo trabalho recomendo recebi antes do praso
12588,5,Demorou mas dentro do prazo. Zoop sempre bem e satisfação. Obrigado 
23067,1,Produto FALSIFICADO. Não atende aos selos de originalidade da EPSON; caixa colada com cola quente; recipiente de tinta sem lacre ! Absurdo !
21352,5,Gostei muito da cortina!!! É linda!!! Do jeito que eu queria!!! Fiquei muito satisfeita!!! Chegou bem antes do prazo. Obrigado!!! As lojas Zoop são sempre muito eficientes!!! 
21570,5,"Produto original como descrito, e entrega muito rápida."
1457,1,"Recebi o produto, porém ao abrir o produto estava danificado, o pior de tudo a grande dificuldade para reclamar e após 3 dias sem nenhuma resposta."
797,5,Produto chegou bem antes da data prevista 
32178,1," Relogio muito feio! Nada haver com a foto.
 Nao recomendo..... parece relogio de brinquedo.
Aff joguei dinheiro fora"
20897,4,"A capa é ótima, mas a película não cobre toda a tela."
16918,3,"boa tarde
até o momento nao recebi o material"
26730,5,Produto chegou antes da data prevista muito bem embalada. Perfeito 👍 
27159,5,"Bem embalado,e na data prevista.
Super recomendo,super confiáveis."
24553,5,Serviço e produto ótimos
7678,4,"produto mt bom,excelente."
16151,1,Quero fazer a devolução do produto inclusive já entrei com pedido já se passaram as 48 horas e até agora nem resposta tive. O produto veio com a altura diferente do anúncio e não quero ele.
26396,5,"Site muito bom, super recomendo "
27367,2,"Eu solicitei uma extensão elétrica com 3 entradas, ou seja deveria ser igual o da foto. 
Porém não vou realizar a troca, pois não tenho tempo de ir ao correio fazer a devolução."
26892,1,"Regular enviei o produto de volta tapete veio errado me,coloquei como PAC só que eles não me passaram o código de postagem eu tive que pagar 18 reais para enviar agora tô na espera o correto."
15781,5,Frigideira muito boa !! Digna da culinária mineira !!! Melhor estado do País com pessoas excelentes !!!Pode comprar !!!
30193,5,Bom gostaria de agradecer o site  pois me deram um prazo de entrega do produto e o produto chegou antes da data... produto certo inteiro sem nem uma danificação! Satisfeita com o site.
5582,4,Produto bom. A cor é bem chamativa. 
36302,1,"Bom dia,
Estou no aguardo do meu produto já vai para 30 diastema nada.
Preciso cancelar a compra"
31669,5,"Estão de parabéns, meu produto veio certinho como estava na descrição e chegou muito rápido. Fiqei ate surpresa. "
20734,5,"Fiquei surpreso, entregou mais cedo do que eu esperava, chegou no dia 18/07/2017 em vez no dia 03/08/2017."
17257,4,O produto veio bem embalado e corretamente conforme anúncio. Recomendo.
10963,4,Produto de boa qualidade. Boa opção de níveis de altura.
35132,5,Recomendo todas as lojas parceiras da americana porém só compro nesta loja online porém nunca tive nenhum desconto nenhum cupom .
10608,1,Fui enganado. ficou faltando um produto e me entregaram como se tivesse o pedido completo. Compro na Zoop..com há muitos anos e nunca tive este tipo de problema antes
24849,5,produto entregue dentro do prazo correto
20288,3,"Boa tarde, motivo é o seguinte
O meu pedido era uma máquina de costura Galoneira 3 agulhas foi entregue uma máquina de costura Galoneira 2 agulhas e não consegui falar com o fornecedor "
29453,3,Gostei venho tudo certinho 
33187,2,"Só esqueceram de colocar se recebeu o produto em bom estado, pois comprei 5 pendentes e veio num caixa de papelão fraca sem quase nada de proteção com isso dois vieram amassados....ai vc vai reclamar "
27797,5,"Foi entregue antes do prazo, ficamos muito satisfeitos pela qualidade do produto
obrigada"
35979,1,"Comprei estojo de pinceis de maquiagem, a loja me entregou tesouras de cortar cabelo.
Péssimo"
10820,1,Levou quase um mês para chegar um cartucho de tinta que é de uso contínuo
13305,5,"Produto chegou dentro do prazo. Gostei muito da progressiva let me ne ela não causa desconforto algum, eu mesma apliquei, sequei e pranchei em mim mesma. Recomendo "
5598,3,"O tapete é como descrito, porém veio no tamanho errado. O pedido era 2x2,5 e veio 1x1,5"
13875,5,"Excelente produto, de boa qualidade, 5 estrelas, recomendo"
15284,1,"Não gostei da qualidade do produto, muito frágil. Sem contar que tive vários problemas com a entrega. O prazo era de 14 dias e chegou quase um mês depois é ninguém me atualizava sobre o atraso."
24822,5,"Nossa, excelente!!! Superaram minhas expectativas, vou fazer novas compras fim do mes!!!
Nota 10"
1257,5,"Produto muito bom, simples de montar e super prático com essas rodinhas!"
39422,5,"Produto veio em otimo estado, tudo certo"
14064,4,Produtos conforme descrição do anúncio. Qualidade satisfatória.
1564,3,"O produto esquenta bastante, instruções para instalação em inglês, tive dificuldades na instalação."
4461,1,"Não recebi o produto mas no rastreamento consta que foi entregue no dia 28/03.
Aguardo posicionamento quanto ao ocorrido."
15635,5,"SÓ TENHO AGRADECER , NADA A RECLAMAR"
13976,2,"comprei uma cor e veio outra!
veio faltando os discos de freio!
mandei um email assim que abri 
a embalagem e ate agora nao 
obtive resposta...."
10236,5,"chegou no prazo e o produto é muito bom recomendo, funcionou perfeitamente no meu computador"
36146,5,"Produto de boa qualidade, recebi dentro do prazo - recomendo."
32647,5,"TODAS AS COMPRAS CHEGARÃO ANTES DO PRAZO E EM PERFEITO ESTADO PARABÉNS ADORO VOCÊS FAMÍLIA baratheon 
RECOMENDO A TODOS AMIGOS 
SOU CLIENTE A 20 ANOS E NÃO TENHO O QUE RECLAMAR 

"
14138,5,"Ótimo produto, tamanho bom, maior do que imaginei. Compraria de novo."
22927,3,"Comprei o produto na cor rosa e veio na cor preta. Gostei do produto, é ótimo, mas não veio na cor que eu comprei"
24199,4,"Entrega e qualidade excelente, porém quanto ao anúncio, para mim foi surpresa receber uma coqueteleira, pois esperava dois potes de creatina como o este me levou a crer."
38148,3,"O produto é muito bom, mas as alças não travam no local de ajuste de altura, de modo que a alça fica descendo. "
12609,1,"Comprei por um produto, veio outro. Agora não consigo contato com a loja"
1522,4,Demorou um pouco a entrega mais fui avisada e no mais tudo certo o produto chegou e gostei.
23945,5,"Belas peças, produto chegou bem antes do prazo!"
28061,1,"Reclamei a 4 dias q não recebi o produto e até agora não obtive resposta.quando ligo novamente vai pra 1 mensagem automática dizendo q já tem reclamação e vão resolver, nem consigo falar com atendente"
303,5,O produto superou minha expectativa. O prazo de entrega foi antecipado em 7 dias. Já instalei e ficou show. 
32207,2,So acho que esta demorando muito 
37313,5,"Recebi o long 10 dias após a compra, e chegou em perfeito estado. A ilustração é idêntica à imagem do site. O material é de ótima qualidade e o tamanho é perfeito. Recomendo ! "
22180,5,"Produto bom, na foto a bolsa aparenta ser maior. Vejam bem os detalhes antes de comprar."
12038,5,Produto chegou bem embalado e protegido. Parabéns a loja pelo cuidado.
11223,1,COMO VOU AVALIAR UM PRODUTO QUE NÃO RECEBI
5184,5,sit confiavel
13740,2,"Produto chegou errado, preciso que resolva com urgência"
30906,1,Passou o prazo de entrega e até o momento nem uma justificativa... decepção total!!!
38521,1,produto com defeito nas costuras.
20670,4,"Recebemos quase 1 mês antes da previsão , produto muito em conta! !! Recomendo!!!"
30374,5,"Tudo certo, só derramou um pouquinho do produto na embalagem. Ou estava um pouco suja a caixa. Não sei ao certo"
6242,1,"Comprei um produto e veio outro nada a ver com o que está no anúncio.
Estou e decepcionada aff que horror que falta de respeito com o cliente,agora estão assim eu pago mais quem escolher São vcs"
8428,5,"Confesso q fiquei com medo de comprar por conta do comentário anterior como gosto nao se discute. Comprei a toalha chegou é muito linda, é grande, so nao é de marca, é um pouco inferior. Vale o preço"
25310,5,Relógio é menor do que eu imaginava. Mas é lindo e ficou muito bom no meu braço. Chegou no prazo. Recomendo!!!
26545,5,"Entregou mais rápido do que o previsto. Aparentemente o produto é bom. Comprei para dar de presente.
"
21078,4,"O PRAZO DEVERIA SER MENOR, TEM LOJAS QUE ENTREGAM EM 5 DIAS "
17762,5,"Adorei a Luminária, o produto chegou em perfeito estado, já está instalada... e pelo que eu pesquisei em outras lojas, o valor está excelente !!! produto de alta qualidade !!"
1638,4,Recebi a película quebrada. Estou tentando a troca do produto. 
28523,5,"fiquei satisfeita com minha compra,com o produto baratheon é nota 10"
27775,5,"Ótimo produto , super recomenda , entregaram bem antes do dia , o frete super compensa porque a qualidade é excelente , meus parabéns. "
14201,5,"Nem mais, nem menos, exatamente o que eu pedi e nos termos acordados.
Perfeito
👌"
25919,5,"Dentro do que é esperado, muito boa comprar. Parabens ao lojista."
32209,5,Adorei o produto e as cores parabéns a loja!!!
21871,5,Produto ótimo. De ótima qualidade. Meus felinos adoram.
8797,5,"o produto chegou para mim, antes do prazo. Fiquei super contente."
7217,2,o produto possui péssima qualidade. igual um tambor de 5 reais vendido em lojas do Centro. ja a loja eh Boa e entregou antes do prazo 
32874,5,"produto ótimo entregue antes do prazo, agora é só esperar o friozinho do sul passar pra testar no meu banheiro"
18659,4,Produto comprado entregue dentro do prazo e sem nenhum contratempo.
34788,1,nao posso avaliar nada ate hj na recebi nada
9400,5,"Chegou no tempo certo, produto bem embalado, super recomendo "
20664,5,"produto entregue tudo cetinho.
parabens lojas Zoop"
5887,3,"E quero o meu dinheiro do frete de volta, você paga o frete e tem que buscar no correio perdendo tempo e dinheiro se não vai entregar por que cobra frete eu vou ao procon."
145,5,Entregue no prazo produto muito bom.
10027,3,O produto demorou muito para chegar em minha residência.
16458,1,Comprei 2 puffs e um chromebook. A entrega foi incompleta. Os puffs nao foram entregues. Tento telefonar para reclamar e nenhum dos telefones consigo falar com um atendente. Lastimável.
